,Abbr,EPA/play,Success Rate (SR),Dropback EPA,Dropback SR,Rush EPA,Rush SR,week,year
1034,CLE,-0.364,36.0%,-0.41600000000000004,37.8%,-0.215,30.8%,10,2016
1035,CHI,-0.439,32.1%,-0.589,27.0%,-0.147,42.1%,10,2016
1036,DET,0.373,60.9%,0.507,64.3%,0.11599999999999999,54.5%,1,2016
1037,PIT,0.315,58.2%,0.39299999999999996,60.5%,0.212,55.2%,1,2016
1038,LV,0.265,47.8%,0.376,48.8%,0.08,46.2%,1,2016
1039,NO,0.261,52.2%,0.43,62.2%,-0.086,31.8%,1,2016
1040,IND,0.24600000000000002,49.3%,0.331,50.0%,-0.016,47.1%,1,2016
1041,TB,0.20199999999999999,46.8%,0.535,58.3%,-0.259,30.8%,1,2016
1042,LAC,0.196,54.9%,0.267,56.4%,0.109,53.1%,1,2016
1043,GB,0.18899999999999997,47.5%,0.308,53.8%,-0.021,36.4%,1,2016
1044,CIN,0.174,48.2%,0.253,52.6%,0.006999999999999999,38.9%,1,2016
1045,ARI,0.159,54.1%,0.18,52.4%,0.11,57.9%,1,2016
1046,KC,0.124,52.9%,0.121,52.8%,0.133,52.9%,1,2016
1047,NE,0.099,43.5%,0.373,53.8%,-0.256,30.0%,1,2016
1048,NYG,0.098,46.4%,0.239,54.8%,-0.076,36.0%,1,2016
1049,CAR,0.042,42.6%,0.031,43.2%,0.057,41.9%,1,2016
1050,NYJ,0.039,40.8%,0.059000000000000004,39.5%,0.009000000000000001,42.9%,1,2016
1051,SF,0.038,38.8%,0.06,45.5%,0.01,30.6%,1,2016
1052,JAX,0.036000000000000004,42.3%,0.171,44.4%,-0.19699999999999998,38.5%,1,2016
1053,PHI,0.036000000000000004,42.9%,0.109,45.2%,-0.05,40.0%,1,2016
1054,DEN,0.027000000000000003,50.0%,0.009000000000000001,56.3%,0.051,41.7%,1,2016
1055,ATL,0.004,41.3%,0.163,50.0%,-0.363,21.1%,1,2016
1056,MIN,-0.006,38.7%,0.251,48.6%,-0.34,25.9%,1,2016
1057,DAL,-0.009000000000000001,39.5%,0.040999999999999995,43.5%,-0.087,33.3%,1,2016
1058,WAS,-0.013000000000000001,56.9%,0.047,60.0%,-0.222,46.2%,1,2016
1059,HOU,-0.026000000000000002,38.4%,0.132,48.7%,-0.207,26.5%,1,2016
1060,BAL,-0.079,40.0%,0.149,46.2%,-0.42200000000000004,30.8%,1,2016
1061,SEA,-0.14800000000000002,47.6%,-0.015,51.0%,-0.36700000000000005,41.9%,1,2016
1062,BUF,-0.165,34.7%,-0.068,32.1%,-0.294,38.1%,1,2016
1063,MIA,-0.185,29.6%,-0.161,23.5%,-0.226,40.0%,1,2016
1064,CHI,-0.18600000000000003,38.6%,-0.105,37.8%,-0.33399999999999996,40.0%,1,2016
1065,TEN,-0.243,51.5%,0.062,56.8%,-0.852,40.9%,1,2016
1066,CLE,-0.3,34.6%,-0.222,30.3%,-0.43700000000000006,42.1%,1,2016
1067,LA,-0.47700000000000004,26.7%,-0.629,20.5%,-0.196,38.1%,1,2016
1068,LA,0.392,41.3%,1.004,52.0%,-0.012,34.2%,9,2017
1069,DET,0.263,44.1%,0.98,68.6%,-0.498,18.2%,9,2017
1070,DAL,0.21899999999999997,50.7%,0.405,55.3%,-0.024,44.8%,9,2017
1071,PHI,0.19399999999999998,50.0%,0.423,54.5%,-0.022000000000000002,45.7%,9,2017
1072,LV,0.17600000000000002,41.7%,0.369,52.9%,-0.077,26.9%,9,2017
1073,NO,0.17300000000000001,52.6%,0.428,65.5%,-0.091,39.3%,9,2017
1074,NYJ,0.14300000000000002,42.2%,0.37,46.2%,-0.013000000000000001,39.5%,9,2017
1075,JAX,0.124,50.6%,0.382,55.0%,-0.141,46.2%,9,2017
1076,KC,0.053,49.1%,0.081,53.7%,-0.018000000000000002,37.5%,9,2017
1077,MIA,0.01,42.4%,0.24100000000000002,53.3%,-0.484,19.0%,9,2017
1078,IND,-0.008,44.6%,0.06,48.7%,-0.10800000000000001,38.5%,9,2017
1079,GB,-0.013999999999999999,52.5%,-0.152,46.5%,0.35600000000000004,68.8%,9,2017
1080,BAL,-0.024,40.3%,0.086,44.6%,-0.319,28.6%,9,2017
1081,TEN,-0.043,46.0%,0.011000000000000001,48.4%,-0.132,42.1%,9,2017
1082,SEA,-0.055999999999999994,43.8%,-0.043,44.1%,-0.091,42.9%,9,2017
1083,ARI,-0.063,37.8%,0.134,43.8%,-0.213,33.3%,9,2017
1084,CAR,-0.105,40.0%,0.0,41.4%,-0.18899999999999997,38.9%,9,2017
1085,NYG,-0.10800000000000001,43.3%,-0.031,38.1%,-0.237,52.0%,9,2017
1086,HOU,-0.125,30.0%,-0.16899999999999998,29.2%,-0.027999999999999997,31.8%,9,2017
1087,BUF,-0.145,45.3%,-0.061,54.5%,-0.375,20.0%,9,2017
1088,ATL,-0.158,42.4%,-0.055,48.8%,-0.39,27.8%,9,2017
1089,WAS,-0.159,33.3%,0.037000000000000005,38.5%,-0.478,25.0%,9,2017
1090,CIN,-0.203,27.0%,-0.209,27.3%,-0.19399999999999998,26.7%,9,2017
1091,TB,-0.20600000000000002,39.0%,-0.312,40.5%,-0.027999999999999997,36.4%,9,2017
1092,DEN,-0.22399999999999998,33.8%,-0.18,37.2%,-0.311,27.3%,9,2017
1093,SF,-0.324,36.5%,-0.39799999999999996,35.6%,-0.028999999999999998,40.0%,9,2017
1094,HOU,0.18,45.1%,0.392,55.0%,-0.095,32.3%,8,2017
1095,SEA,0.172,43.3%,0.423,56.0%,-0.5670000000000001,5.9%,8,2017
1096,LAC,0.149,51.9%,0.071,51.5%,0.272,52.4%,8,2017
1097,BAL,0.077,44.3%,0.07,37.5%,0.081,48.6%,8,2017
1098,NE,0.051,44.2%,0.217,51.9%,-0.204,32.4%,8,2017
1099,BUF,0.05,46.3%,0.134,45.2%,-0.023,47.2%,8,2017
1100,PIT,0.05,32.8%,0.379,41.2%,-0.364,22.2%,8,2017
1101,MIN,0.046,46.4%,0.218,52.0%,-0.207,38.2%,8,2017
1102,DAL,0.004,42.6%,-0.002,39.3%,0.008,45.0%,8,2017
1103,CIN,0.002,40.7%,0.16399999999999998,48.6%,-0.29600000000000004,26.3%,8,2017
1104,ATL,-0.011000000000000001,40.0%,0.369,50.0%,-0.42700000000000005,29.0%,8,2017
1105,PHI,-0.035,46.3%,-0.040999999999999995,44.7%,-0.026000000000000002,48.3%,8,2017
1106,NYJ,-0.055999999999999994,35.0%,0.184,51.4%,-0.441,8.7%,8,2017
1107,IND,-0.063,39.2%,-0.12,36.2%,0.037000000000000005,44.4%,8,2017
1108,NO,-0.083,39.7%,0.132,46.9%,-0.348,30.8%,8,2017
1109,DET,-0.087,43.7%,0.077,46.9%,-0.45399999999999996,36.4%,8,2017
1110,WAS,-0.1,35.6%,-0.059000000000000004,36.4%,-0.22,33.3%,8,2017
1111,CAR,-0.106,38.1%,-0.098,40.0%,-0.115,35.7%,8,2017
1112,CHI,-0.122,35.4%,-0.141,33.3%,-0.098,37.9%,8,2017
1113,LV,-0.134,43.8%,-0.16399999999999998,44.9%,-0.033,40.0%,8,2017
1114,DEN,-0.16699999999999998,44.4%,-0.19899999999999998,44.2%,-0.11900000000000001,44.8%,8,2017
1115,CLE,-0.209,35.6%,-0.344,28.2%,0.054000000000000006,50.0%,8,2017
1116,KC,-0.253,31.7%,-0.207,38.9%,-0.322,20.8%,8,2017
1117,TB,-0.314,35.8%,-0.40399999999999997,37.0%,-0.11599999999999999,33.3%,8,2017
1118,SF,-0.325,37.9%,-0.297,38.3%,-0.39299999999999996,36.8%,8,2017
1119,MIA,-0.541,30.3%,-0.669,31.9%,-0.225,26.3%,8,2017
1120,DAL,0.366,52.8%,0.41600000000000004,54.8%,0.32799999999999996,51.2%,7,2017
1121,KC,0.318,50.0%,0.595,57.9%,-0.12,37.5%,7,2017
1122,LV,0.278,45.1%,0.423,47.5%,-0.14400000000000002,38.1%,7,2017
1123,NO,0.22899999999999998,45.2%,0.366,48.7%,0.073,41.2%,7,2017
1124,JAX,0.22,50.7%,0.589,58.1%,-0.099,44.4%,7,2017
1125,NE,0.207,53.5%,0.47200000000000003,60.0%,-0.05,47.2%,7,2017
1126,PHI,0.185,40.6%,0.505,55.6%,-0.225,21.4%,7,2017
1127,BUF,0.13699999999999998,39.7%,0.35100000000000003,42.1%,-0.133,36.7%,7,2017
1128,LA,0.13,43.0%,0.043,42.5%,0.22,43.6%,7,2017
1129,TB,0.099,44.4%,0.32799999999999996,60.9%,-0.307,15.4%,7,2017
1130,PIT,0.084,43.9%,0.514,53.8%,-0.195,37.5%,7,2017
1131,GB,0.076,42.6%,0.012,34.4%,0.16699999999999998,54.5%,7,2017
1132,WAS,0.062,50.8%,0.12300000000000001,53.2%,-0.115,43.8%,7,2017
1133,ATL,0.059000000000000004,51.8%,0.192,56.8%,-0.201,42.1%,7,2017
1134,SEA,0.052000000000000005,45.3%,0.312,54.3%,-0.36,31.0%,7,2017
1135,NYJ,0.022000000000000002,36.4%,0.134,43.8%,-0.134,26.1%,7,2017
1136,MIA,-0.008,42.5%,0.18100000000000002,52.2%,-0.332,25.9%,7,2017
1137,MIN,-0.045,45.5%,0.027999999999999997,50.0%,-0.12300000000000001,40.6%,7,2017
1138,LAC,-0.096,29.3%,0.12300000000000001,35.5%,-0.34700000000000003,22.2%,7,2017
1139,BAL,-0.128,38.5%,-0.08,37.8%,-0.237,40.0%,7,2017
1140,TEN,-0.165,38.9%,-0.027000000000000003,42.1%,-0.32,35.3%,7,2017
1141,CIN,-0.198,36.0%,-0.278,38.9%,0.006,28.6%,7,2017
1142,SF,-0.21,45.5%,-0.37200000000000005,41.3%,0.163,55.0%,7,2017
1143,CLE,-0.26,36.1%,-0.251,41.3%,-0.275,26.9%,7,2017
1144,NYG,-0.28300000000000003,27.1%,-0.368,23.8%,-0.07200000000000001,35.3%,7,2017
1145,IND,-0.301,34.3%,-0.28,33.3%,-0.36700000000000005,37.5%,7,2017
1146,CHI,-0.349,31.4%,-0.319,23.1%,-0.368,36.4%,7,2017
1147,DEN,-0.365,29.7%,-0.435,29.8%,-0.172,29.4%,7,2017
1148,ARI,-0.39399999999999996,28.0%,-0.426,29.7%,-0.303,23.1%,7,2017
1149,CAR,-0.418,33.3%,-0.268,34.8%,-0.684,30.8%,7,2017
1150,PIT,0.188,53.2%,0.154,55.6%,0.215,51.4%,6,2017
1151,NE,0.152,44.8%,0.322,42.9%,-0.135,48.0%,6,2017
1152,TEN,0.132,49.3%,0.156,58.3%,0.106,39.4%,6,2017
1153,TB,0.081,45.5%,0.204,55.3%,-0.22399999999999998,21.1%,6,2017
1154,MIA,0.07,40.0%,0.16699999999999998,42.9%,-0.042,36.7%,6,2017
1155,SF,0.066,41.7%,0.028999999999999998,34.0%,0.168,63.2%,6,2017
1156,ARI,0.046,54.1%,0.19,67.9%,-0.077,42.4%,6,2017
1157,WAS,0.040999999999999995,47.9%,0.342,64.3%,-0.36700000000000005,25.8%,6,2017
1158,LAC,0.028999999999999998,39.7%,0.079,48.6%,-0.042,26.9%,6,2017
1159,ATL,0.025,47.4%,0.127,52.6%,-0.17800000000000002,36.8%,6,2017
1160,NYJ,0.002,43.2%,0.09300000000000001,49.1%,-0.22899999999999998,28.6%,6,2017
1161,PHI,-0.036000000000000004,42.4%,-0.049,41.7%,-0.016,43.5%,6,2017
1162,NYG,-0.053,31.5%,0.039,45.5%,-0.11599999999999999,21.9%,6,2017
1163,HOU,-0.081,39.1%,-0.026000000000000002,45.5%,-0.139,32.3%,6,2017
1164,IND,-0.085,41.4%,-0.111,42.9%,-0.017,37.5%,6,2017
1165,JAX,-0.099,36.2%,-0.17800000000000002,38.6%,0.040999999999999995,32.0%,6,2017
1166,CHI,-0.11199999999999999,43.0%,0.109,42.3%,-0.221,43.4%,6,2017
1167,LV,-0.12300000000000001,44.8%,-0.218,48.6%,0.02,39.1%,6,2017
1168,CAR,-0.138,41.5%,-0.121,45.0%,-0.183,31.8%,6,2017
1169,MIN,-0.151,36.8%,0.046,44.4%,-0.436,25.8%,6,2017
1170,KC,-0.156,28.3%,-0.017,32.5%,-0.584,15.4%,6,2017
1171,NO,-0.16399999999999998,37.1%,-0.40299999999999997,37.5%,0.038,36.8%,6,2017
1172,DEN,-0.192,32.1%,-0.125,37.1%,-0.447,12.5%,6,2017
1173,LA,-0.192,46.4%,-0.326,34.6%,-0.076,56.7%,6,2017
1174,CLE,-0.307,38.8%,-0.46,35.4%,0.079,47.4%,6,2017
1175,DET,-0.348,32.1%,-0.344,37.5%,-0.364,11.8%,6,2017
1176,GB,-0.374,32.3%,-0.36700000000000005,35.7%,-0.387,26.1%,6,2017
1177,BAL,-0.457,33.3%,-0.721,25.5%,0.040999999999999995,48.0%,6,2017
1178,GB,0.374,61.0%,0.386,63.2%,0.35100000000000003,57.1%,5,2017
1179,KC,0.267,46.1%,0.6409999999999999,59.1%,-0.248,28.1%,5,2017
1180,BAL,0.204,46.0%,0.34600000000000003,51.9%,0.09699999999999999,41.7%,5,2017
1181,HOU,0.196,45.8%,0.392,44.7%,-0.157,47.6%,5,2017
1182,DAL,0.16899999999999998,47.3%,0.237,53.7%,0.084,39.4%,5,2017
1183,PHI,0.166,36.9%,0.5,44.4%,-0.248,27.6%,5,2017
1184,SF,0.10800000000000001,41.7%,0.354,51.0%,-0.41700000000000004,21.7%,5,2017
1185,JAX,0.095,33.3%,-0.023,35.3%,0.149,32.4%,5,2017
1186,CAR,0.073,34.9%,0.37200000000000005,43.6%,-0.41200000000000003,20.8%,5,2017
1187,LAC,0.048,42.1%,0.11,44.9%,-0.064,37.0%,5,2017
1188,IND,0.012,44.6%,-0.012,44.4%,0.049,44.8%,5,2017
1189,NE,0.002,48.6%,0.055999999999999994,52.0%,-0.111,41.7%,5,2017
1190,TB,-0.002,47.9%,0.043,51.9%,-0.126,36.8%,5,2017
1191,CIN,-0.012,38.7%,0.076,43.6%,-0.162,30.4%,5,2017
1192,MIN,-0.019,37.1%,-0.01,43.6%,-0.03,29.0%,5,2017
1193,CLE,-0.064,47.4%,0.095,53.3%,-0.294,38.7%,5,2017
1194,NYG,-0.08,47.1%,-0.21600000000000003,37.2%,0.153,64.0%,5,2017
1195,NYJ,-0.08800000000000001,42.0%,0.055,52.9%,-0.39299999999999996,18.8%,5,2017
1196,ARI,-0.114,35.0%,-0.09,37.0%,-0.191,28.6%,5,2017
1197,DET,-0.126,50.8%,-0.092,51.1%,-0.221,50.0%,5,2017
1198,CHI,-0.132,33.3%,-0.133,36.4%,-0.131,29.6%,5,2017
1199,BUF,-0.151,30.0%,-0.145,28.3%,-0.162,33.3%,5,2017
1200,LA,-0.18600000000000003,35.6%,-0.094,36.5%,-0.413,33.3%,5,2017
1201,LV,-0.191,41.1%,-0.292,38.7%,-0.064,44.0%,5,2017
1202,SEA,-0.23600000000000002,36.4%,-0.22,42.2%,-0.271,23.8%,5,2017
1203,PIT,-0.282,40.5%,-0.332,43.3%,-0.12300000000000001,31.6%,5,2017
1204,MIA,-0.377,27.6%,-0.423,27.6%,-0.332,27.6%,5,2017
1205,TEN,-0.41200000000000003,32.2%,-0.429,33.3%,-0.379,30.0%,5,2017
1206,CAR,0.337,52.4%,0.627,61.1%,-0.049,40.7%,4,2017
1207,HOU,0.284,50.0%,0.618,63.4%,-0.034,37.2%,4,2017
1208,PHI,0.255,48.1%,0.41600000000000004,54.1%,0.107,42.5%,4,2017
1209,SEA,0.24600000000000002,46.2%,0.332,55.6%,0.14,34.5%,4,2017
1210,LAC,0.23199999999999998,45.6%,0.316,50.0%,-0.05,30.8%,4,2017
1211,GB,0.20600000000000002,44.4%,0.331,41.9%,0.039,47.8%,4,2017
1212,KC,0.205,51.4%,0.218,47.8%,0.183,57.1%,4,2017
1213,DAL,0.20199999999999999,39.4%,0.18600000000000003,40.5%,0.231,37.5%,4,2017
1214,NE,0.187,57.1%,0.201,54.9%,0.15,63.2%,4,2017
1215,LA,0.177,51.5%,0.22699999999999998,47.4%,0.115,56.7%,4,2017
1216,CIN,0.14,46.9%,0.40299999999999997,63.2%,-0.244,23.1%,4,2017
1217,NO,0.139,44.4%,0.353,51.2%,-0.18,34.5%,4,2017
1218,TB,0.105,45.0%,0.187,48.8%,-0.071,36.8%,4,2017
1219,PIT,0.073,43.2%,0.134,50.0%,0.027000000000000003,38.1%,4,2017
1220,WAS,0.07,51.0%,0.231,51.9%,-0.128,50.0%,4,2017
1221,NYG,0.06,44.3%,0.2,50.9%,-0.225,30.8%,4,2017
1222,BUF,0.03,43.1%,0.23399999999999999,46.2%,-0.136,40.6%,4,2017
1223,DEN,-0.034,37.7%,0.054000000000000006,37.5%,-0.13,37.9%,4,2017
1224,ARI,-0.08900000000000001,42.9%,0.005,45.9%,-0.34,34.8%,4,2017
1225,ATL,-0.1,43.4%,-0.174,48.9%,0.019,34.5%,4,2017
1226,JAX,-0.11699999999999999,42.9%,-0.2,34.1%,-0.023,52.8%,4,2017
1227,SF,-0.11699999999999999,36.1%,-0.12300000000000001,37.5%,-0.10300000000000001,33.3%,4,2017
1228,DET,-0.124,36.4%,-0.091,40.5%,-0.16699999999999998,31.0%,4,2017
1229,NYJ,-0.13,38.6%,-0.07400000000000001,44.7%,-0.196,31.3%,4,2017
1230,CHI,-0.155,35.8%,-0.16,36.1%,-0.14800000000000002,35.5%,4,2017
1231,CLE,-0.205,32.3%,-0.18100000000000002,33.3%,-0.29100000000000004,28.6%,4,2017
1232,IND,-0.215,35.6%,-0.326,37.1%,-0.052000000000000005,33.3%,4,2017
1233,LV,-0.273,29.1%,-0.068,35.9%,-0.773,12.5%,4,2017
1234,BAL,-0.27699999999999997,45.5%,-0.237,47.1%,-0.41200000000000003,40.0%,4,2017
1235,MIN,-0.295,39.3%,-0.159,41.2%,-0.506,36.4%,4,2017
1236,MIA,-0.309,39.2%,-0.32,40.0%,-0.28300000000000003,37.5%,4,2017
1237,TEN,-0.5579999999999999,40.0%,-1.069,36.4%,0.066,44.4%,4,2017
1238,LA,0.396,54.0%,0.85,65.6%,-0.07200000000000001,41.9%,3,2017
1239,NO,0.257,44.8%,0.379,45.2%,0.11699999999999999,44.4%,3,2017
1240,MIN,0.242,45.1%,0.589,59.0%,-0.18100000000000002,28.1%,3,2017
1241,JAX,0.185,42.3%,0.40700000000000003,57.9%,-0.07,24.2%,3,2017
1242,HOU,0.11900000000000001,43.7%,0.23800000000000002,45.2%,-0.053,41.4%,3,2017
1243,DAL,0.115,39.1%,0.228,47.6%,0.02,32.0%,3,2017
1244,SEA,0.098,45.8%,0.226,50.9%,-0.315,29.4%,3,2017
1245,TEN,0.084,45.1%,0.128,47.4%,0.033,42.4%,3,2017
1246,NE,0.081,42.9%,0.267,50.0%,-0.348,26.3%,3,2017
1247,CIN,0.077,46.7%,0.245,58.1%,-0.10400000000000001,34.5%,3,2017
1248,WAS,0.059000000000000004,39.7%,0.53,57.6%,-0.385,22.9%,3,2017
1249,NYG,0.044000000000000004,50.0%,0.198,58.5%,-0.43700000000000006,23.5%,3,2017
1250,PHI,0.040999999999999995,48.0%,-0.059000000000000004,46.2%,0.15,50.0%,3,2017
1251,SF,0.034,41.0%,0.128,44.4%,-0.095,36.4%,3,2017
1252,ATL,0.033,53.0%,-0.07400000000000001,53.8%,0.188,51.9%,3,2017
1253,KC,0.027999999999999997,46.3%,-0.171,41.4%,0.257,52.0%,3,2017
1254,IND,0.021,33.8%,0.21100000000000002,46.9%,-0.16399999999999998,21.2%,3,2017
1255,CLE,0.003,42.9%,-0.024,41.7%,0.095,47.1%,3,2017
1256,ARI,-0.006,40.7%,0.036000000000000004,40.7%,-0.121,40.9%,3,2017
1257,TB,-0.009000000000000001,51.9%,0.038,59.1%,-0.266,12.5%,3,2017
1258,GB,-0.013999999999999999,45.7%,0.03,48.2%,-0.192,35.7%,3,2017
1259,PIT,-0.040999999999999995,50.0%,-0.042,47.8%,-0.04,55.6%,3,2017
1260,DEN,-0.057,38.0%,-0.064,42.0%,-0.040999999999999995,28.6%,3,2017
1261,BUF,-0.066,37.1%,0.132,47.1%,-0.306,25.0%,3,2017
1262,NYJ,-0.069,40.3%,0.179,51.7%,-0.28600000000000003,30.3%,3,2017
1263,CHI,-0.11,38.5%,-0.285,32.1%,0.022000000000000002,43.2%,3,2017
1264,DET,-0.11,38.6%,-0.052000000000000005,43.4%,-0.289,23.5%,3,2017
1265,LAC,-0.113,42.5%,-0.151,42.6%,-0.043,42.3%,3,2017
1266,CAR,-0.188,45.8%,-0.435,34.2%,0.259,66.7%,3,2017
1267,MIA,-0.297,34.4%,-0.228,38.0%,-0.541,21.4%,3,2017
1268,BAL,-0.47100000000000003,36.2%,-0.62,27.3%,-0.275,48.0%,3,2017
1269,LV,-0.515,26.0%,-0.535,26.3%,-0.449,25.0%,3,2017
1270,PHI,0.42200000000000004,50.7%,0.56,54.5%,0.19699999999999998,44.4%,21,2017
1271,NE,0.239,49.3%,0.319,53.8%,0.040999999999999995,38.1%,21,2017
1272,PHI,0.337,50.0%,0.7020000000000001,61.8%,-0.106,35.7%,20,2017
1273,NE,0.11199999999999999,44.3%,0.21,47.8%,-0.18899999999999997,33.3%,20,2017
1274,JAX,0.05,39.4%,0.179,50.0%,-0.11699999999999999,25.8%,20,2017
1275,MIN,-0.177,37.3%,-0.23199999999999998,40.0%,-0.015,29.4%,20,2017
1276,LV,0.41200000000000003,50.9%,0.64,62.1%,0.175,39.3%,2,2017
1277,NE,0.309,52.6%,0.619,59.1%,-0.11699999999999999,43.8%,2,2017
1278,ATL,0.195,53.4%,0.285,53.1%,0.085,53.8%,2,2017
1279,KC,0.165,44.2%,0.16399999999999998,52.9%,0.16699999999999998,27.8%,2,2017
1280,LAC,0.161,53.4%,0.245,62.8%,-0.08199999999999999,26.7%,2,2017
1281,WAS,0.14400000000000002,46.5%,0.207,46.9%,0.092,46.2%,2,2017
1282,TEN,0.141,50.0%,0.055999999999999994,40.6%,0.22,58.8%,2,2017
1283,MIA,0.129,41.8%,0.23,41.7%,0.012,41.9%,2,2017
1284,PHI,0.111,50.0%,0.193,50.0%,-0.22699999999999998,50.0%,2,2017
1285,GB,0.081,54.1%,0.11699999999999999,53.3%,-0.07200000000000001,57.1%,2,2017
1286,DEN,0.076,52.6%,0.184,65.0%,-0.043,38.9%,2,2017
1287,PIT,0.073,43.1%,0.24,46.3%,-0.14800000000000002,38.7%,2,2017
1288,NYJ,0.057,53.6%,0.10800000000000001,51.5%,-0.016,56.5%,2,2017
1289,TB,0.019,44.9%,0.17800000000000002,52.8%,-0.154,36.4%,2,2017
1290,NO,-0.001,43.8%,0.003,44.7%,-0.012,41.2%,2,2017
1291,LA,-0.02,40.0%,0.1,35.5%,-0.21600000000000003,47.4%,2,2017
1292,BAL,-0.034,43.3%,0.185,58.3%,-0.289,25.8%,2,2017
1293,ARI,-0.042,39.1%,0.033,42.5%,-0.168,33.3%,2,2017
1294,SEA,-0.042,35.9%,0.017,39.6%,-0.136,30.0%,2,2017
1295,CAR,-0.11199999999999999,39.7%,0.04,48.8%,-0.374,24.0%,2,2017
1296,HOU,-0.11699999999999999,40.9%,0.045,45.7%,-0.299,35.5%,2,2017
1297,DET,-0.122,33.9%,0.049,46.7%,-0.282,21.9%,2,2017
1298,IND,-0.161,36.6%,-0.151,38.6%,-0.17800000000000002,33.3%,2,2017
1299,JAX,-0.193,42.4%,-0.263,42.9%,-0.07,41.7%,2,2017
1300,CLE,-0.20800000000000002,32.4%,-0.231,35.2%,-0.135,23.5%,2,2017
1301,MIN,-0.23600000000000002,33.3%,-0.29100000000000004,31.8%,-0.126,36.4%,2,2017
1302,SF,-0.255,28.6%,-0.5489999999999999,24.1%,0.17,35.0%,2,2017
1303,BUF,-0.264,33.3%,-0.14300000000000002,37.8%,-0.529,23.5%,2,2017
1304,CHI,-0.26899999999999996,42.2%,-0.18100000000000002,52.1%,-0.531,12.5%,2,2017
1305,NYG,-0.284,32.1%,-0.228,40.5%,-0.392,15.8%,2,2017
1306,DAL,-0.295,42.3%,-0.294,45.0%,-0.298,27.3%,2,2017
1307,CIN,-0.306,31.3%,-0.262,25.0%,-0.379,41.7%,2,2017
1308,JAX,0.322,46.7%,0.473,50.0%,0.19,43.8%,19,2017
1309,NE,0.256,55.1%,0.303,59.3%,0.151,45.8%,19,2017
1310,PIT,0.145,46.2%,0.3,51.6%,-0.45399999999999996,25.0%,19,2017
1311,PHI,0.09,51.6%,0.41700000000000004,66.7%,-0.28300000000000003,34.5%,19,2017
1312,MIN,0.087,46.2%,0.196,53.1%,-0.096,34.5%,19,2017
1313,NO,0.03,49.3%,0.10099999999999999,54.5%,-0.10400000000000001,39.1%,19,2017
1314,TEN,-0.023,34.4%,0.049,38.0%,-0.281,21.4%,19,2017
1315,ATL,-0.036000000000000004,40.3%,-0.016,39.0%,-0.07400000000000001,42.9%,19,2017
1316,TEN,0.22899999999999998,55.6%,0.209,52.6%,0.259,60.0%,18,2017
1317,NO,0.15,50.9%,0.47700000000000004,65.7%,-0.369,27.3%,18,2017
1318,CAR,0.135,38.4%,0.26899999999999996,44.9%,-0.138,25.0%,18,2017
1319,ATL,0.075,42.9%,0.17800000000000002,48.6%,-0.027999999999999997,37.1%,18,2017
1320,KC,0.059000000000000004,46.4%,0.131,46.3%,-0.138,46.7%,18,2017
1321,LA,-0.023,31.8%,-0.08,32.0%,0.155,31.3%,18,2017
1322,JAX,-0.127,40.4%,-0.183,41.4%,-0.07,39.3%,18,2017
1323,BUF,-0.187,35.1%,-0.19399999999999998,36.0%,-0.172,33.3%,18,2017
1324,LAC,0.307,55.9%,0.544,58.5%,-0.053,51.9%,17,2017
1325,SF,0.175,45.2%,0.27699999999999997,47.1%,0.052000000000000005,42.9%,17,2017
1326,BUF,0.16899999999999998,43.8%,0.36,45.9%,-0.092,40.7%,17,2017
1327,NO,0.111,44.1%,0.28,50.0%,-0.08900000000000001,37.0%,17,2017
1328,TB,0.11,51.2%,0.212,51.7%,-0.138,50.0%,17,2017
1329,DET,0.10099999999999999,41.1%,0.326,54.3%,-0.27399999999999997,19.0%,17,2017
1330,IND,0.054000000000000006,40.3%,0.114,38.7%,-0.006,41.9%,17,2017
1331,CIN,0.031,43.4%,0.115,41.7%,-0.11199999999999999,46.4%,17,2017
1332,KC,0.016,47.7%,0.192,56.1%,-0.284,33.3%,17,2017
1333,MIN,0.005,39.7%,0.115,43.2%,-0.107,36.1%,17,2017
1334,CLE,0.003,35.4%,0.16399999999999998,39.5%,-0.311,27.3%,17,2017
1335,NE,0.002,42.4%,0.044000000000000004,46.8%,-0.049,36.8%,17,2017
1336,ARI,-0.011000000000000001,38.6%,0.01,39.5%,-0.037000000000000005,37.5%,17,2017
1337,ATL,-0.021,35.7%,0.153,44.7%,-0.375,17.4%,17,2017
1338,MIA,-0.025,44.3%,-0.047,44.0%,0.028999999999999998,45.0%,17,2017
1339,HOU,-0.053,36.4%,0.08800000000000001,44.8%,-0.21,26.9%,17,2017
1340,PIT,-0.059000000000000004,44.8%,-0.039,45.2%,-0.08199999999999999,44.4%,17,2017
1341,NYG,-0.077,35.1%,-0.389,31.3%,0.161,38.1%,17,2017
1342,SEA,-0.083,35.1%,-0.006,37.8%,-0.225,30.0%,17,2017
1343,DEN,-0.10800000000000001,49.2%,-0.109,53.8%,-0.106,42.3%,17,2017
1344,NYJ,-0.114,29.8%,-0.019,35.0%,-0.336,17.6%,17,2017
1345,DAL,-0.11900000000000001,32.8%,-0.004,35.1%,-0.259,30.0%,17,2017
1346,LV,-0.165,38.9%,-0.073,40.6%,-0.298,36.4%,17,2017
1347,BAL,-0.19,42.1%,-0.315,40.0%,0.052000000000000005,46.2%,17,2017
